"","Level","Date","State.FIPS","State.Postal.Code","County.FIPS","County.Name","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips..1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips...500","Row.ID","Week","Month"
"2932949","County","2021/05/04",12,"FL",12057,"Hillsborough County",279566,1192402,5393824,1600160,1323678,668600,825491,722458,186748,41934,17441,3378,3936,"12-12057-20210504",18,5
"2935646","County","2021/05/05",12,"FL",12057,"Hillsborough County",277222,1194746,5613066,1647844,1373982,710489,885103,747693,183622,36698,20184,3646,3805,"12-12057-20210505",18,5
"2939832","County","2021/05/06",12,"FL",12057,"Hillsborough County",275871,1196097,5650315,1741358,1385081,686981,855479,732087,179480,40289,20546,4558,4456,"12-12057-20210506",18,5
"2942139","County","2021/05/07",12,"FL",12057,"Hillsborough County",266491,1205477,5476924,1531444,1382837,705622,876609,714096,174958,45926,34944,5808,4680,"12-12057-20210507",18,5
"2943537","County","2021/05/08",12,"FL",12057,"Hillsborough County",279022,1192946,4893390,1369919,1261555,612763,756852,621180,182307,53711,26927,4204,3972,"12-12057-20210508",18,5
"2947554","County","2021/05/09",12,"FL",12057,"Hillsborough County",303302,1168666,4427195,1273843,1098368,555352,681585,561880,163924,51544,31120,4574,5005,"12-12057-20210509",19,5
"2951253","County","2021/05/10",12,"FL",12057,"Hillsborough County",283980,1187988,5506572,1706998,1369857,665207,829175,693811,174876,38546,19790,3792,4520,"12-12057-20210510",19,5
"2953280","County","2021/05/11",12,"FL",12057,"Hillsborough County",278679,1193289,5312985,1526933,1332233,674546,831899,701567,179163,39581,19103,3437,4523,"12-12057-20210511",19,5
"2956017","County","2021/05/12",12,"FL",12057,"Hillsborough County",276706,1195262,5590684,1697825,1363968,690135,852793,739162,180266,39421,19739,3036,4339,"12-12057-20210512",19,5
"2959374","County","2021/05/13",12,"FL",12057,"Hillsborough County",275313,1196655,5490620,1621258,1337283,673652,859917,755582,176143,38098,21005,3395,4287,"12-12057-20210513",19,5
"2962350","County","2021/05/14",12,"FL",12057,"Hillsborough County",265718,1206250,5850968,1752650,1435939,717955,914548,760435,185481,46625,27708,4786,4841,"12-12057-20210514",19,5
"2965667","County","2021/05/15",12,"FL",12057,"Hillsborough County",275459,1196509,5119618,1491552,1288504,639561,785292,643696,187036,51625,23594,4220,4538,"12-12057-20210515",19,5
"2968948","County","2021/05/16",12,"FL",12057,"Hillsborough County",296278,1175690,4443515,1319912,1097466,542712,676980,554679,163065,50750,27471,5620,4860,"12-12057-20210516",20,5
"2972090","County","2021/05/17",12,"FL",12057,"Hillsborough County",287804,1184164,5505784,1650529,1360684,676261,849005,726570,177837,39905,17313,3615,4065,"12-12057-20210517",20,5
"2975070","County","2021/05/18",12,"FL",12057,"Hillsborough County",276798,1195170,5182371,1590028,1269489,635305,792630,674801,162091,35401,14675,3434,4517,"12-12057-20210518",20,5
"2980712","County","2021/05/19",12,"FL",12057,"Hillsborough County",278963,1193005,5627305,1664224,1388857,703891,885160,749214,173280,38808,15422,3021,5428,"12-12057-20210519",20,5
"2981374","County","2021/05/20",12,"FL",12057,"Hillsborough County",277024,1194944,5619909,1632453,1350696,713846,894312,780331,181481,39231,18219,3409,5931,"12-12057-20210520",20,5
"2987004","County","2021/05/21",12,"FL",12057,"Hillsborough County",262370,1209598,5771054,1664531,1418597,725703,923756,771618,185347,45266,26336,4380,5520,"12-12057-20210521",20,5
"2987364","County","2021/05/22",12,"FL",12057,"Hillsborough County",275185,1196783,5105619,1460408,1290786,649363,790757,642873,181395,57918,22782,3989,5348,"12-12057-20210522",20,5
"2993121","County","2021/05/23",12,"FL",12057,"Hillsborough County",284293,1187675,4957280,1557583,1280407,627375,748505,522121,150081,41481,20284,3630,5813,"12-12057-20210523",21,5
"2996416","County","2021/05/24",12,"FL",12057,"Hillsborough County",271368,1200600,5457337,1642856,1340391,668499,839606,719186,178286,39022,20865,3188,5438,"12-12057-20210524",21,5
"2996923","County","2021/05/25",12,"FL",12057,"Hillsborough County",287371,1184597,5217920,1395872,1283041,660174,875730,744637,190145,41268,18706,3210,5137,"12-12057-20210525",21,5
"3000249","County","2021/05/26",12,"FL",12057,"Hillsborough County",275783,1196185,5139416,1625193,1232863,589921,783661,672864,168170,37440,20698,3734,4872,"12-12057-20210526",21,5
"3006154","County","2021/05/27",12,"FL",12057,"Hillsborough County",281135,1190833,5472783,1526692,1360995,697896,866087,757532,190477,43644,20015,3852,5593,"12-12057-20210527",21,5
"3006527","County","2021/05/28",12,"FL",12057,"Hillsborough County",271859,1200109,5429102,1494043,1341662,670767,885449,761247,184103,51637,28859,5522,5813,"12-12057-20210528",21,5
"3009497","County","2021/05/29",12,"FL",12057,"Hillsborough County",280303,1191665,4936031,1361316,1288496,640533,787442,608803,170211,47667,22377,4234,4952,"12-12057-20210529",21,5
"3012772","County","2021/05/30",12,"FL",12057,"Hillsborough County",285874,1186094,4590270,1261861,1149522,572193,750011,605111,179002,43209,20418,3671,5272,"12-12057-20210530",22,5
"3018404","County","2021/05/31",12,"FL",12057,"Hillsborough County",290317,1181651,4972391,1590573,1255836,613287,727995,548143,145579,49057,30764,5459,5698,"12-12057-20210531",22,5
"3020984","County","2021/06/01",12,"FL",12057,"Hillsborough County",275316,1196652,5604018,1640335,1386267,693495,888856,745539,186039,35112,19947,3587,4841,"12-12057-20210601",22,6
"3024678","County","2021/06/02",12,"FL",12057,"Hillsborough County",272412,1199556,5312063,1625629,1255769,648315,825019,718509,175982,36307,18440,3304,4789,"12-12057-20210602",22,6
"3027260","County","2021/06/03",12,"FL",12057,"Hillsborough County",273613,1198355,5604406,1665267,1370042,681554,862551,765150,190132,41457,19566,3533,5154,"12-12057-20210603",22,6
"3030394","County","2021/06/04",12,"FL",12057,"Hillsborough County",263230,1208738,5713838,1661463,1376731,719584,886140,772796,208478,49363,29235,4851,5197,"12-12057-20210604",22,6
"3033526","County","2021/06/05",12,"FL",12057,"Hillsborough County",274183,1197785,5185727,1525604,1258440,655123,811367,664830,186118,50017,25745,3958,4525,"12-12057-20210605",22,6
"3034768","County","2021/08/08",12,"FL",12057,"Hillsborough County",332962,1139006,4341208,1238570,1078267,506605,671758,573897,162862,60427,36199,5285,7338,"12-12057-20210808",32,8
"3037918","County","2021/08/09",12,"FL",12057,"Hillsborough County",298428,1173540,5339795,1579841,1342377,617725,812711,715234,187596,49326,24527,4131,6327,"12-12057-20210809",32,8
"3040999","County","2021/08/10",12,"FL",12057,"Hillsborough County",287827,1184141,5294809,1518403,1329934,629123,814989,727270,191324,49469,24223,3953,6121,"12-12057-20210810",32,8
"3044203","County","2021/08/11",12,"FL",12057,"Hillsborough County",294509,1177459,5178260,1479378,1295618,611107,807261,718025,186241,47789,23400,3597,5844,"12-12057-20210811",32,8
"3047297","County","2021/08/12",12,"FL",12057,"Hillsborough County",288019,1183949,4428828,1258590,1115924,524053,715423,595320,150124,39748,21562,3836,4248,"12-12057-20210812",32,8
"3050487","County","2021/08/13",12,"FL",12057,"Hillsborough County",286453,1185515,5310500,1504641,1334468,619707,831707,732156,189885,54038,32605,5178,6115,"12-12057-20210813",32,8
"3053608","County","2021/08/14",12,"FL",12057,"Hillsborough County",294023,1177945,4905490,1408272,1228741,586534,754116,645598,181074,60546,30698,4359,5552,"12-12057-20210814",32,8
"3057042","County","2021/08/15",12,"FL",12057,"Hillsborough County",303441,1168527,3958891,1153614,1013723,479052,648456,454412,119928,46765,32710,5066,5165,"12-12057-20210815",33,8
"3060278","County","2021/08/16",12,"FL",12057,"Hillsborough County",294430,1177538,5226102,1547352,1310285,606801,794119,708485,183993,43352,22094,4019,5602,"12-12057-20210816",33,8
"3063364","County","2021/08/17",12,"FL",12057,"Hillsborough County",300659,1171309,5125978,1504826,1300564,600248,776290,689298,179246,44967,21377,3598,5564,"12-12057-20210817",33,8
"3066563","County","2021/08/18",12,"FL",12057,"Hillsborough County",310328,1161640,4888593,1336358,1235553,587613,779268,694028,181212,43995,21403,3743,5420,"12-12057-20210818",33,8
"3069671","County","2021/08/19",12,"FL",12057,"Hillsborough County",292781,1179187,5242193,1486216,1316887,618267,827074,732652,185243,44653,21672,3834,5695,"12-12057-20210819",33,8
"3072846","County","2021/08/20",12,"FL",12057,"Hillsborough County",290432,1181536,5282558,1486972,1326790,630252,819660,736770,189803,51284,29738,5285,6004,"12-12057-20210820",33,8
"3075943","County","2021/08/21",12,"FL",12057,"Hillsborough County",298360,1173608,4940213,1398890,1246894,590960,752304,668538,185528,58888,28350,4314,5547,"12-12057-20210821",33,8
"3079300","County","2021/08/22",12,"FL",12057,"Hillsborough County",324315,1147653,4296196,1226568,1070998,499616,668656,578656,156653,52284,31214,5266,6285,"12-12057-20210822",34,8
"3082304","County","2021/08/23",12,"FL",12057,"Hillsborough County",301226,1170742,5250964,1560941,1310221,608571,804381,715666,178259,43402,20057,3915,5551,"12-12057-20210823",34,8
"3085959","County","2021/08/24",12,"FL",12057,"Hillsborough County",281147,1190821,4769840,1325568,1213789,577633,773927,658949,155940,37329,17613,4271,4821,"12-12057-20210824",34,8
"3088873","County","2021/08/25",12,"FL",12057,"Hillsborough County",284060,1187908,4732542,1359293,1202026,555670,753868,638077,157589,37988,18800,4260,4971,"12-12057-20210825",34,8
"3092004","County","2021/08/26",12,"FL",12057,"Hillsborough County",286864,1185104,4407608,1261448,1134316,534795,688210,580412,147810,34932,18181,3886,3618,"12-12057-20210826",34,8
"3095179","County","2021/08/27",12,"FL",12057,"Hillsborough County",276909,1195059,4762064,1352243,1228768,571305,750384,617944,157126,42472,32507,4838,4477,"12-12057-20210827",34,8
"3098311","County","2021/08/28",12,"FL",12057,"Hillsborough County",289147,1182821,4299477,1218386,1090919,540751,686852,534866,141114,49326,28706,4290,4267,"12-12057-20210828",34,8
"3104189","County","2021/08/29",12,"FL",12057,"Hillsborough County",299655,1172313,3946473,1158447,1019975,484935,616132,464281,117962,43566,31386,4960,4829,"12-12057-20210829",35,8
"3105004","County","2021/08/30",12,"FL",12057,"Hillsborough County",280117,1191851,4736491,1397453,1198415,559705,765716,603159,145605,38106,20412,3464,4456,"12-12057-20210830",35,8
"3110066","County","2021/08/31",12,"FL",12057,"Hillsborough County",288606,1183362,4940180,1413373,1271104,597852,788872,641347,157985,36498,24588,3688,4873,"12-12057-20210831",35,8
"3114063","County","2021/09/01",12,"FL",12057,"Hillsborough County",300978,1170990,4621314,1276778,1147312,567852,768226,619870,161896,45944,25477,3792,4167,"12-12057-20210901",35,9
"3116580","County","2021/09/02",12,"FL",12057,"Hillsborough County",303221,1168747,4450223,1251556,1113041,535065,708886,613446,152704,42620,25118,3562,4225,"12-12057-20210902",35,9
"3117564","County","2021/09/03",12,"FL",12057,"Hillsborough County",294798,1177170,4582535,1278650,1143232,545552,723022,633959,175204,45311,28611,3855,5139,"12-12057-20210903",35,9
"3120554","County","2021/09/04",12,"FL",12057,"Hillsborough County",283274,1188694,5181624,1485547,1381984,608427,792614,634583,177500,57236,32674,4963,6096,"12-12057-20210904",35,9
"3124083","County","2021/09/05",12,"FL",12057,"Hillsborough County",298350,1173618,5136588,1531651,1361449,601330,760587,614053,169203,58381,28779,4791,6364,"12-12057-20210905",36,9
"3127357","County","2021/09/06",12,"FL",12057,"Hillsborough County",307757,1164211,4590395,1328148,1170913,541562,717817,587585,160246,49512,25362,4102,5148,"12-12057-20210906",36,9
"3130449","County","2021/09/07",12,"FL",12057,"Hillsborough County",293128,1178840,4897420,1422964,1252598,574493,747851,641020,179191,45590,24469,3918,5326,"12-12057-20210907",36,9
"3133594","County","2021/09/08",12,"FL",12057,"Hillsborough County",291913,1180055,4900605,1383497,1248785,577730,771933,662889,173044,47939,25480,3936,5372,"12-12057-20210908",36,9
"3136584","County","2021/09/09",12,"FL",12057,"Hillsborough County",278789,1193179,4581053,1349983,1151100,534778,711010,593134,164746,45474,22195,3827,4806,"12-12057-20210909",36,9
"3139928","County","2021/09/10",12,"FL",12057,"Hillsborough County",265451,1206517,4815151,1428109,1226386,561854,739015,608469,159315,48906,31078,5802,6217,"12-12057-20210910",36,9
"3143019","County","2021/09/11",12,"FL",12057,"Hillsborough County",299234,1172734,4615957,1302096,1183472,550748,712083,596365,170072,59935,30623,4682,5881,"12-12057-20210911",36,9
"3149067","County","2021/09/12",12,"FL",12057,"Hillsborough County",313285,1158683,4266877,1261105,1076202,485875,649032,531055,155891,59258,36036,5616,6807,"12-12057-20210912",37,9
"3149715","County","2021/09/13",12,"FL",12057,"Hillsborough County",284531,1187437,4827717,1428683,1253527,564219,747499,587635,169973,45181,20348,4623,6029,"12-12057-20210913",37,9
"3155303","County","2021/09/14",12,"FL",12057,"Hillsborough County",306703,1165265,4727985,1284953,1195407,565264,761285,662919,179407,47146,22001,3831,5772,"12-12057-20210914",37,9
"3155999","County","2021/09/15",12,"FL",12057,"Hillsborough County",293695,1178273,5318003,1554087,1370309,624152,810596,686737,184538,52057,25146,4241,6140,"12-12057-20210915",37,9
"3159097","County","2021/09/16",12,"FL",12057,"Hillsborough County",297729,1174239,5238024,1549540,1321313,597559,812439,688189,184277,49731,24571,4139,6266,"12-12057-20210916",37,9
"3162283","County","2021/09/17",12,"FL",12057,"Hillsborough County",267682,1204286,4798433,1366585,1208438,577561,784505,603024,154922,49860,41455,6023,6060,"12-12057-20210917",37,9
"3165405","County","2021/09/18",12,"FL",12057,"Hillsborough County",299581,1172387,4757046,1358480,1217401,561149,735687,603010,171222,64682,34721,4711,5983,"12-12057-20210918",37,9
"3168894","County","2021/09/19",12,"FL",12057,"Hillsborough County",320545,1151423,4221590,1234465,1055704,491342,656028,521333,151157,60015,39435,5495,6616,"12-12057-20210919",38,9
"3173995","County","2021/09/20",12,"FL",12057,"Hillsborough County",291651,1180317,4563294,1319964,1162665,553263,724707,574329,151775,43455,23448,4093,5595,"12-12057-20210920",38,9
"3175203","County","2021/09/21",12,"FL",12057,"Hillsborough County",295659,1176309,4684292,1309926,1189642,570119,760701,618170,154787,45242,25961,4086,5658,"12-12057-20210921",38,9
"3178358","County","2021/09/22",12,"FL",12057,"Hillsborough County",290081,1181887,4366879,1170322,1114876,536975,743733,579729,144745,38981,28577,3510,5431,"12-12057-20210922",38,9
"3181464","County","2021/09/23",12,"FL",12057,"Hillsborough County",288811,1183157,4664336,1371380,1169725,557838,757348,585376,142374,42924,27803,3689,5879,"12-12057-20210923",38,9
"3184653","County","2021/09/24",12,"FL",12057,"Hillsborough County",280031,1191937,4813809,1386942,1178750,587516,785525,621499,155858,49815,36800,4931,6173,"12-12057-20210924",38,9
"3187724","County","2021/09/25",12,"FL",12057,"Hillsborough County",288444,1183524,4336238,1271183,1072468,524551,682578,538365,149302,53716,33929,4490,5656,"12-12057-20210925",38,9
"3191292","County","2021/09/26",12,"FL",12057,"Hillsborough County",304597,1167371,3706907,1084429,932765,444434,580506,444925,125367,47106,36493,4753,6129,"12-12057-20210926",39,9
"3194431","County","2021/09/27",12,"FL",12057,"Hillsborough County",293422,1178546,4536427,1316072,1147283,555738,739321,566267,139348,39219,23819,4012,5348,"12-12057-20210927",39,9
"3197512","County","2021/09/28",12,"FL",12057,"Hillsborough County",294872,1177096,4522305,1213246,1145443,562622,766728,611616,152137,38359,23619,3571,4964,"12-12057-20210928",39,9
"3200714","County","2021/09/29",12,"FL",12057,"Hillsborough County",295669,1176299,4536007,1310140,1115653,545073,742621,598352,151878,39953,23901,3304,5132,"12-12057-20210929",39,9
"3203808","County","2021/09/30",12,"FL",12057,"Hillsborough County",295175,1176793,4546066,1285333,1153094,549980,733526,599751,150629,40657,23700,3846,5550,"12-12057-20210930",39,9
"3207666","County","2021/10/01",12,"FL",12057,"Hillsborough County",288149,1183819,4872855,1373031,1225319,615528,808120,617352,148700,44402,29929,5041,5433,"12-12057-20211001",39,10
"3210268","County","2021/10/02",12,"FL",12057,"Hillsborough County",298278,1173690,4371913,1222294,1120660,551983,722433,533104,136962,51983,24033,3954,4507,"12-12057-20211002",39,10
"3215021","County","2021/10/03",12,"FL",12057,"Hillsborough County",309280,1162688,3940179,1152188,1021806,476928,619893,454111,126593,49725,27695,4882,6358,"12-12057-20211003",40,10
"3216591","County","2021/10/04",12,"FL",12057,"Hillsborough County",294240,1177728,5003910,1474725,1318754,600563,757539,631945,153131,39288,18395,3921,5649,"12-12057-20211004",40,10
"3219733","County","2021/10/05",12,"FL",12057,"Hillsborough County",286752,1185216,4659640,1281312,1187288,595947,788759,598004,142806,41435,16607,3293,4189,"12-12057-20211005",40,10
"3222875","County","2021/10/06",12,"FL",12057,"Hillsborough County",287810,1184158,4617261,1253537,1201934,570498,768447,612551,144371,40158,17216,3718,4831,"12-12057-20211006",40,10
